Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Regular season,34,Sun,4/24/2022,13:00 (14:00),Rennes,2,5–0,0.8,Lorient,"28,324",Roazhon Park,Benoît Millot,Match Report,
Regular season,34,Sun,4/24/2022,15:00 (16:00),Metz,0.6,0–1,2,Brest,"19,874",Stade Saint-Symphorien,Florent Batta,Match Report,
Regular season,34,Sun,4/24/2022,15:00 (16:00),Nantes,2.1,5–3,2.8,Bordeaux,"30,000",Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
Regular season,34,Sun,4/24/2022,15:00 (16:00),Nice,2.3,1–0,0.4,Troyes,"17,065",Stade de Nice,Hakim Ben El Hadj Salem,Match Report,
Regular season,34,Sun,4/24/2022,15:00 (16:00),Clermont Foot,2.1,2–2,1.7,Angers,"11,531",Stade Gabriel Montpied,Stéphanie Frappart,Match Report,
Regular season,34,Sun,4/24/2022,17:05 (18:05),Lille,0.8,1–0,1.2,Strasbourg,"30,211",Stade Pierre-Mauroy,Jérémie Pignard,Match Report,
Regular season,34,Sun,4/24/2022,20:45 (21:45),Reims,0.7,0–1,0.9,Marseille,"20,835",Stade Auguste-Delaune II,Jérôme Brisard,Match Report,
,,,,,,,,,,,,,,
Regular season,35,Fri,4/29/2022,21:00 (22:00),Strasbourg,1.9,3–3,3,Paris S-G,"26,052",Stade de la Meinau,Ruddy Buquet,Match Report,
Regular season,35,Sat,4/30/2022,17:00 (18:00),Lens,2.9,2–2,2.1,Nantes,"36,727",Stade Bollaert-Delelis,Thomas Léonard,Match Report,
Regular season,35,Sat,4/30/2022,21:00 (22:00),Rennes,1.8,2–0,0.8,Saint-Étienne,"27,390",Roazhon Park,Jeremy Stinat,Match Report,
Regular season,35,Sun,5/1/2022,13:00 (14:00),Troyes,2.9,3–0,0.4,Lille,"10,497",Stade de l'Aube,Willy Delajod,Match Report,
Regular season,35,Sun,5/1/2022,15:00 (16:00),Brest,1.7,2–0,1.5,Clermont Foot,"10,592",Stade Francis-Le Blé,Romain Lissorgue,Match Report,
Regular season,35,Sun,5/1/2022,15:00 (16:00),Monaco,3.2,2–0,0.7,Angers,"4,616",Stade Louis II.,Hakim Ben El Hadj Salem,Match Report,
Regular season,35,Sun,5/1/2022,15:00 (16:00),Montpellier,2.1,2–2,1.6,Metz,"10,446",Stade de la Mosson,Clément Turpin,Match Report,
Regular season,35,Sun,5/1/2022,15:00 (16:00),Lorient,2,1–2,2.2,Reims,"12,216",Stade Yves Allainmat - Le Moustoir,Pierre Gaillouste,Match Report,
Regular season,35,Sun,5/1/2022,17:05 (18:05),Bordeaux,0.3,0–1,2.7,Nice,"23,552",Stade Matmut-Atlantique,Johan Hamel,Match Report,
Regular season,35,Sun,5/1/2022,20:45 (21:45),Marseille,1.2,0–3,2.4,Lyon,"68,784",Orange Vélodrome,Antony Gautier,Match Report,
,,,,,,,,,,,,,,
Regular season,36,Fri,5/6/2022,21:00 (22:00),Lille,1.5,1–2,0.5,Monaco,"39,088",Stade Pierre-Mauroy,François Letexier,Match Report,
Regular season,36,Sat,5/7/2022,17:00 (18:00),Brest,0.6,0–1,3.1,Strasbourg,"12,093",Stade Francis-Le Blé,Mikael Lesage,Match Report,
Regular season,36,Sun,5/8/2022,13:00 (14:00),Metz,2,3–2,2.4,Lyon,"20,405",Stade Saint-Symphorien,Eric Wattellier,Match Report,
Regular season,36,Sun,5/8/2022,15:00 (16:00),Clermont Foot,2.4,2–1,1.4,Montpellier,"11,587",Stade Gabriel Montpied,Benoît Bastien,Match Report,
Regular season,36,Sun,5/8/2022,15:00 (16:00),Angers,2.5,4–1,0.8,Bordeaux,"10,852",Stade Raymond Kopa,Benoît Millot,Match Report,
Regular season,36,Sun,5/8/2022,15:00 (16:00),Reims,0.9,1–2,2.3,Lens,"16,962",Stade Auguste-Delaune II,Vitor Ferreira Fernandes,Match Report,
Regular season,36,Sun,5/8/2022,17:05 (18:05),Lorient,0.4,0–3,1.6,Marseille,"16,210",Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
Regular season,36,Sun,5/8/2022,20:45 (21:45),Paris S-G,2.5,2–2,1.9,Troyes,"45,000",Parc des Princes,Jérôme Brisard,Match Report,
Regular season,36,Wed,5/11/2022,19:00 (20:00),Nice,1.4,4–2,2.4,Saint-Étienne,"17,704",Stade de Nice,Ruddy Buquet,Match Report,
Regular season,36,Wed,5/11/2022,21:00 (22:00),Nantes,1.3,2–1,2.1,Rennes,"26,359",Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
,,,,,,,,,,,,,,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Nice,1.9,1–3,2.1,Lille,"24,232",Stade de Nice,Thomas Léonard,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Bordeaux,1.3,0–0,1.2,Lorient,"23,191",Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Montpellier,0.6,0–4,2.8,Paris S-G,"19,586",Stade de la Mosson,Jeremy Stinat,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Rennes,1.6,2–0,0.9,Marseille,"28,811",Roazhon Park,Benoît Bastien,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Monaco,4.1,4–2,1.8,Brest,"6,000",Stade Louis II.,Jérôme Brisard,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Troyes,0.3,1–3,1.2,Lens,"19,000",Stade de l'Aube,François Letexier,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Strasbourg,1.2,1–0,1.1,Clermont Foot,"25,231",Stade de la Meinau,Benoît Millot,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Metz,0.6,1–0,0.6,Angers,"17,213",Stade Saint-Symphorien,Jérémie Pignard,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Lyon,2.4,3–2,2.3,Nantes,"54,404",Groupama Stadium,Florent Batta,Match Report,
Regular season,37,Sat,5/14/2022,21:00 (22:00),Saint-Étienne,1.7,1–2,2.5,Reims,,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
,,,,,,,,,,,,,,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Lille,1.9,2–2,1.4,Rennes,"40,116",Stade Pierre-Mauroy,Amaury Delerue,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Brest,1.1,2–4,3.4,Bordeaux,"14,484",Stade Francis-Le Blé,Hakim Ben El Hadj Salem,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Nantes,2.3,1–1,1.6,Saint-Étienne,"28,636",Stade de la Beaujoire - Louis Fonteneau,François Letexier,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Clermont Foot,2.5,1–2,2.9,Lyon,"12,000",Stade Gabriel Montpied,Mikael Lesage,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Angers,2.6,2–0,1.3,Montpellier,"11,249",Stade Raymond Kopa,Romain Lissorgue,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Lorient,1.6,1–1,0.7,Troyes,"15,131",Stade Yves Allainmat - Le Moustoir,Johan Hamel,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Paris S-G,5.4,5–0,0.8,Metz,"45,000",Parc des Princes,Antony Gautier,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Reims,0.9,2–3,2.3,Nice,"12,589",Stade Auguste-Delaune II,Eric Wattellier,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Marseille,2.3,4–0,1.2,Strasbourg,"63,873",Orange Vélodrome,Stéphanie Frappart,Match Report,
Regular season,38,Sat,5/21/2022,21:00 (22:00),Lens,2.1,2–2,1.5,Monaco,"37,764",Stade Bollaert-Delelis,Benoît Bastien,Match Report,
,,,,,,,,,,,,,,
French 1/2 Relegation/Promotion Playoff,,Thu,5/26/2022,19:00 (20:00),Auxerre,,1–1,,Saint-Étienne,"17,479",Stade de l'Abbé Deschamps,,Match Report,Leg 1 of 2
French 1/2 Relegation/Promotion Playoff,,Sun,5/29/2022,19:00 (20:00),Saint-Étienne,,(4) 1–1 (5),,Auxerre,"24,489",Stade Geoffroy-Guichard,,Match Report,Leg 2 of 2; Auxerre won; Auxerre won on penalty kicks following extra time
